psa_id,domain,subcategory,psa_text,word_count,validation_status
PSA_06409,Health,Healthcare Access,Good emergency care starts with one action: use official emergency medical contacts.,12,ACCEPT
PSA_06410,Health,Mental Health Awareness,Make emotional support part of everyday life. Report bullying to the appropriate authority.,13,ACCEPT
PSA_06411,Health,Maternal and Child Health,Support community health by choosing to seek treatment promptly when a child has difficulty breathing.,15,ACCEPT
PSA_06412,Health,Healthcare Access,Timely care matters. Use medicines only as prescribed by qualified professionals.,11,ACCEPT
PSA_06413,Health,Maternal and Child Health,Support mothers in accessing maternal healthcare to strengthen family planning in nutrition centres.,13,ACCEPT
PSA_06414,Health,Healthcare Access,Report health concerns early and register for available public health insurance programmes.,12,ACCEPT
PSA_06415,Health,Maternal and Child Health,Choose safe health practices. Support mothers in accessing maternal healthcare.,10,ACCEPT
PSA_06416,Health,Disease Prevention and Control,Members of the public are encouraged to isolate when advised by a healthcare professional.,14,ACCEPT
PSA_06417,Health,Mental Health Awareness,Challenge false information about mental illness as advised by licensed counselling centres.,12,ACCEPT
PSA_06418,Health,Maternal and Child Health,Do your part to reduce missed immunization. Deliver at a recognized health facility.,13,ACCEPT
PSA_06419,Health,Healthcare Access,Verified health information protects communities. Register births and medical records through official channels.,13,ACCEPT
PSA_06420,Health,Mental Health Awareness,Make health a priority. Support people seeking counselling or treatment.,10,ACCEPT
PSA_06421,Health,Mental Health Awareness,Seek help from school counselling departments and participate in mental health awareness programmes.,13,ACCEPT
PSA_06422,Health,Maternal and Child Health,Breastfeed infants according to health guidance and follow verified advice from County Department of Health.,15,ACCEPT
PSA_06423,Health,Maternal and Child Health,Seek immediate care when pregnancy danger signs appear. nutrition support programmes reminds community health volunteers to act early.,18,ACCEPT
PSA_06424,Health,Healthcare Access,Keep your community safe: ask healthcare workers for clear treatment instructions.,11,ACCEPT
PSA_06425,Health,Healthcare Access,local health facilities: Verify that healthcare providers are properly licensed.,10,ACCEPT
PSA_06426,Health,Mental Health Awareness,Check regularly on people who may need support whenever you are in community centres.,14,ACCEPT
PSA_06427,Health,Maternal and Child Health,Support mothers in accessing maternal healthcare. Protect yourself and those around you.,12,ACCEPT
PSA_06428,Health,Maternal and Child Health,Do not rely on rumours about poor infant feeding. Maintain good hygiene when preparing children's food.,16,ACCEPT
PSA_06429,Health,Mental Health Awareness,Community protection begins with you. Report bullying to the appropriate authority.,11,ACCEPT
PSA_06430,Health,Maternal and Child Health,Take action against pregnancy complications: monitor children for signs of illness.,11,ACCEPT
PSA_06431,Health,Public Health Campaigns,Listen to qualified health professionals and participate in community clean-up activities.,11,ACCEPT
PSA_06432,Health,Maternal and Child Health,Keep children and families safe from maternal infection. Support mothers in accessing maternal healthcare.,14,ACCEPT
PSA_06433,Health,Disease Prevention and Control,Take preventive action in urban neighbourhoods. Follow verified public-health guidance.,10,ACCEPT
PSA_06434,Health,Maternal and Child Health,Seek treatment promptly when a child has difficulty breathing as part of good child growth monitoring.,16,ACCEPT
PSA_06435,Health,Mental Health Awareness,Ministry of Health: Learn to recognize signs of emotional distress.,10,ACCEPT
PSA_06436,Health,Maternal and Child Health,Register pregnant women with the nearest health facility. Early action can reduce the effects of dehydration in children.,18,ACCEPT
PSA_06437,Health,Healthcare Access,Protect yourself from health insurance fraud: report discrimination or denial of essential healthcare.,13,ACCEPT
PSA_06438,Health,Mental Health Awareness,Use trusted sources when learning about untreated mental health conditions. Challenge false information about mental illness.,16,ACCEPT
PSA_06439,Health,Public Health Campaigns,Reduce health risks in public gatherings. Adopt healthy eating habits.,10,ACCEPT
PSA_06440,Health,Disease Prevention and Control,"When visiting community centres, complete all prescribed medication.",8,ACCEPT
PSA_06441,Health,Mental Health Awareness,Everyone in workplaces should participate in mental health awareness programmes.,10,ACCEPT
PSA_06442,Health,Mental Health Awareness,Every household should support mental healthcare by choosing to take regular breaks during periods of intense work or study.,19,ACCEPT
PSA_06443,Health,Healthcare Access,Prevent avoidable illness. Confirm health insurance information through official offices.,10,ACCEPT
PSA_06444,Health,Disease Prevention and Control,Good sanitation starts with one action: isolate when advised by a healthcare professional.,13,ACCEPT
PSA_06445,Health,Healthcare Access,"When visiting county referral hospitals, report suspected counterfeit medicines to the authorities.",12,ACCEPT
PSA_06446,Health,Healthcare Access,"If you are in local health centres, report suspected counterfeit medicines to the authorities.",14,ACCEPT
PSA_06447,Health,Maternal and Child Health,local health facilities urges guardians of infants to report severe bleeding or persistent pain immediately.,15,ACCEPT
PSA_06448,Health,Disease Prevention and Control,"If you are in homes, cover your mouth and nose when coughing or sneezing.",14,ACCEPT
PSA_06449,Health,Healthcare Access,"To improve health insurance in local health centres, use available mobile clinics in remote areas.",15,ACCEPT
PSA_06450,Health,Maternal and Child Health,Follow guidance from Ministry of Health: ensure pregnant women sleep under treated mosquito nets.,14,ACCEPT
PSA_06451,Health,Healthcare Access,Use available mobile clinics in remote areas.,7,ACCEPT
PSA_06452,Health,Mental Health Awareness,"When signs of misinformation about mental health appear, avoid using harmful language about mental health.",15,ACCEPT
PSA_06453,Health,Disease Prevention and Control,Promote safer communities through vaccination. Cover your mouth and nose when coughing or sneezing.,14,ACCEPT
PSA_06454,Health,Maternal and Child Health,Be alert to unsafe delivery practices and ensure children receive all routine vaccinations.,13,ACCEPT
PSA_06455,Health,Mental Health Awareness,community health services warns that lack of social support may affect caregivers. Create safe and supportive school environments.,18,ACCEPT
PSA_06456,Health,Disease Prevention and Control,Follow guidance from Ministry of Health: ensure children receive routine immunization.,11,ACCEPT
PSA_06457,Health,Mental Health Awareness,Promote safer communities through emotional support. Promote respectful workplace wellness practices.,11,ACCEPT
PSA_06458,Health,Disease Prevention and Control,"To improve outbreak control in markets, follow official vaccination schedules.",10,ACCEPT
PSA_06459,Health,Healthcare Access,"To improve medical follow-up in county referral hospitals, support vulnerable family members in attending medical visits.",16,ACCEPT
PSA_06460,Health,Healthcare Access,Take action against lack of health information: verify that healthcare providers are properly licensed.,14,ACCEPT
PSA_06461,Health,Disease Prevention and Control,"During a risk of delayed disease reporting, use approved sanitation facilities.",11,ACCEPT
PSA_06462,Health,Disease Prevention and Control,County Department of Health warns that cholera may affect vulnerable households. Isolate when advised by a healthcare professional.,18,ACCEPT
PSA_06463,Health,Disease Prevention and Control,County Department of Health urges members of the public to drink treated or boiled water.,15,ACCEPT
PSA_06464,Health,Public Health Campaigns,Follow verified health information to prevent avoidable harm in public transport areas.,12,ACCEPT
PSA_06465,Health,Maternal and Child Health,Ensure pregnant women sleep under treated mosquito nets as advised by County Department of Health.,15,ACCEPT
PSA_06466,Health,Maternal and Child Health,Attend all scheduled antenatal clinic visits.,6,ACCEPT
PSA_06467,Health,Disease Prevention and Control,Protect yourself from malaria: avoid close contact with people showing symptoms.,11,ACCEPT
PSA_06468,Health,Disease Prevention and Control,Reduce health risks in food preparation areas. Follow official vaccination schedules.,11,ACCEPT
PSA_06469,Health,Disease Prevention and Control,"Healthcare workers, remember to follow verified public-health guidance.",8,ACCEPT
PSA_06470,Health,Disease Prevention and Control,Seek medical attention when symptoms appear in markets to help prevent dengue fever.,13,ACCEPT
PSA_06471,Health,Disease Prevention and Control,Help prevent dengue fever: follow official vaccination schedules.,8,ACCEPT
PSA_06472,Health,Disease Prevention and Control,Every household should support community protection by choosing to remove stagnant water around homes.,14,ACCEPT
PSA_06473,Health,Maternal and Child Health,Early prevention saves lives. Attend all scheduled antenatal clinic visits.,10,ACCEPT
PSA_06474,Health,Maternal and Child Health,nutrition support programmes: Attend postnatal care appointments.,7,ACCEPT
PSA_06475,Health,Public Health Campaigns,Good public awareness starts with one action: seek early diagnosis when symptoms persist.,13,ACCEPT
PSA_06476,Health,Disease Prevention and Control,Follow official health guidance. Cover your mouth and nose when coughing or sneezing.,13,ACCEPT
PSA_06477,Health,Public Health Campaigns,Seek help from County Department of Health and seek screening for common preventable diseases.,14,ACCEPT
PSA_06478,Health,Disease Prevention and Control,Healthy communities depend on responsible action. Wash your hands regularly with soap and clean water.,15,ACCEPT
PSA_06479,Health,Mental Health Awareness,Protect public health in urban neighbourhoods: create safe and supportive school environments.,12,ACCEPT
PSA_06480,Health,Healthcare Access,Do your part to reduce untreated chronic illness. Seek referrals through recognized health facilities.,14,ACCEPT
PSA_06481,Health,Disease Prevention and Control,Vulnerable households: Cover your mouth and nose when coughing or sneezing.,11,ACCEPT
PSA_06482,Health,Public Health Campaigns,Support prevention efforts in county referral hospitals. Support local disease-prevention activities.,11,ACCEPT
PSA_06483,Health,Maternal and Child Health,Timely care matters. Deliver at a recognized health facility.,9,ACCEPT
PSA_06484,Health,Disease Prevention and Control,Healthcare workers are encouraged to report suspected disease outbreaks to health authorities.,12,ACCEPT
PSA_06485,Health,Disease Prevention and Control,Avoid close contact with people showing symptoms. Protect yourself and those around you.,13,ACCEPT
PSA_06486,Health,Maternal and Child Health,Protect public health in mobile health clinics: seek advice about family planning from qualified providers.,15,ACCEPT
PSA_06487,Health,Public Health Campaigns,Verify health messages using official sources. Seek official guidance from national vaccination programmes when necessary.,15,ACCEPT
PSA_06488,Health,Disease Prevention and Control,disease surveillance teams advises immediate action against malaria: avoid close contact with people showing symptoms.,15,ACCEPT
PSA_06489,Health,Mental Health Awareness,Avoid using harmful language about mental health in community centres to help prevent mental health stigma.,16,ACCEPT
PSA_06490,Health,Public Health Campaigns,Use public sanitation facilities responsibly before non-communicable diseases becomes more serious.,11,ACCEPT
PSA_06491,Health,Disease Prevention and Control,Vulnerable households are encouraged to report suspected disease outbreaks to health authorities.,12,ACCEPT
PSA_06492,Health,Public Health Campaigns,Reduce the spread of misinformation about health: dispose of household waste safely.,12,ACCEPT
PSA_06493,Health,Maternal and Child Health,Register pregnant women with the nearest health facility to strengthen maternal health in urban clinics.,15,ACCEPT
PSA_06494,Health,Disease Prevention and Control,Support prevention efforts in public transport stations. Notify community health workers about unusual symptoms.,14,ACCEPT
PSA_06495,Health,Healthcare Access,Keep all medical appointment dates to promote patient records.,9,ACCEPT
PSA_06496,Health,Maternal and Child Health,Use trusted health information and take newborns for scheduled health check-ups.,11,ACCEPT
PSA_06497,Health,Disease Prevention and Control,Members of the public should follow verified public-health guidance.,9,ACCEPT
PSA_06498,Health,Public Health Campaigns,Prevent avoidable illness. Seek screening for common preventable diseases.,9,ACCEPT
PSA_06499,Health,Mental Health Awareness,"For better psychological support, support people seeking counselling or treatment.",10,ACCEPT
PSA_06500,Health,Disease Prevention and Control,"When visiting homes, avoid sharing personal items with infected persons.",10,ACCEPT
PSA_06501,Health,Maternal and Child Health,Avoid the dangers of missed immunization: register pregnant women with the nearest health facility.,14,ACCEPT
PSA_06502,Health,Healthcare Access,County Department of Health: Verify that healthcare providers are properly licensed to reduce the risk of high treatment costs.,19,ACCEPT
PSA_06503,Health,Maternal and Child Health,Keep health records safe and support mothers in accessing maternal healthcare.,11,ACCEPT
PSA_06504,Health,Healthcare Access,Protect public health in community outreach centres: verify that healthcare providers are properly licensed.,14,ACCEPT
PSA_06505,Health,Disease Prevention and Control,Take preventive action in informal settlements. Report suspected disease outbreaks to health authorities.,13,ACCEPT
PSA_06506,Health,Mental Health Awareness,Caregivers must create safe and supportive school environments when necessary.,10,ACCEPT
PSA_06507,Health,Mental Health Awareness,Workers must support people seeking counselling or treatment when necessary.,10,ACCEPT
PSA_06508,Health,Disease Prevention and Control,Small actions can prevent contaminated drinking water. Use insecticide-treated mosquito nets every night.,13,ACCEPT
PSA_06509,Health,Healthcare Access,Small actions can prevent unsafe online medical advice. Carry relevant health records when visiting a clinic.,16,ACCEPT
PSA_06510,Health,Healthcare Access,Listen to qualified health professionals and verify that healthcare providers are properly licensed.,13,ACCEPT
PSA_06511,Health,Public Health Campaigns,Participate in community clean-up activities to prevent avoidable harm in religious centres.,12,ACCEPT
PSA_06512,Health,Public Health Campaigns,"Together, we can prevent unsafe food handling. Participate in community clean-up activities.",12,ACCEPT
PSA_06513,Health,Healthcare Access,Good primary healthcare starts with one action: register births and medical records through official channels.,15,ACCEPT
PSA_06514,Health,Healthcare Access,Use trusted sources when learning about incorrect medicine use. Use medicines only as prescribed by qualified professionals.,17,ACCEPT
PSA_06515,Health,Healthcare Access,community health services warns that delayed medical treatment may affect pregnant women. Use medicines only as prescribed by qualified professionals.,20,ACCEPT
PSA_06516,Health,Disease Prevention and Control,Protect vulnerable people from measles. Isolate when advised by a healthcare professional.,12,ACCEPT
PSA_06517,Health,Disease Prevention and Control,Take responsibility for your health. Store food safely and cook it thoroughly.,12,ACCEPT
PSA_06518,Health,Disease Prevention and Control,"To support respiratory hygiene, notify community health workers about unusual symptoms.",11,ACCEPT
PSA_06519,Health,Public Health Campaigns,"To support health literacy, remain physically active according to health guidance.",11,ACCEPT
PSA_06520,Health,Maternal and Child Health,Support prevention efforts in community health centres. Seek advice about family planning from qualified providers.,15,ACCEPT
PSA_06521,Health,Public Health Campaigns,"If you suspect diabetes, adopt healthy eating habits.",8,ACCEPT
PSA_06522,Health,Maternal and Child Health,maternal health clinics advises expectant parents to report severe bleeding or persistent pain immediately.,14,ACCEPT
PSA_06523,Health,Mental Health Awareness,Use healthy methods to manage stress to promote healthy coping.,10,ACCEPT
PSA_06524,Health,Public Health Campaigns,County Department of Health encourages workers to avoid spreading unverified medical claims.,12,ACCEPT
PSA_06525,Health,Public Health Campaigns,Reduce the spread of diabetes: check your blood pressure regularly.,10,ACCEPT
PSA_06526,Health,Maternal and Child Health,Protect vulnerable people from delayed antenatal care. Register pregnant women with the nearest health facility.,15,ACCEPT
PSA_06527,Health,Mental Health Awareness,Refer individuals to recognized support services to protect families and communities.,11,ACCEPT
PSA_06528,Health,Public Health Campaigns,local government authorities encourages older adults to participate in community clean-up activities.,12,ACCEPT
PSA_06529,Health,Disease Prevention and Control,"When signs of infectious disease outbreaks appear, seek medical attention when symptoms appear.",13,ACCEPT
PSA_06530,Health,Healthcare Access,Reduce health risks in county referral hospitals. Use official emergency medical contacts.,12,ACCEPT
PSA_06531,Health,Public Health Campaigns,Protect public health in public parks: dispose of household waste safely.,11,ACCEPT
PSA_06532,Health,Disease Prevention and Control,Take action against the spread of preventable infections: clean frequently touched surfaces.,12,ACCEPT
PSA_06533,Health,Public Health Campaigns,World Health Organization: Encourage family members to attend health campaigns to reduce the risk of misinformation about health.,18,ACCEPT
PSA_06534,Health,Public Health Campaigns,Protect public health in mobile clinics: encourage family members to attend health campaigns.,13,ACCEPT
PSA_06535,Health,Maternal and Child Health,Take prescribed supplements as directed and follow verified advice from child welfare clinics.,13,ACCEPT
PSA_06536,Health,Maternal and Child Health,Listen to qualified health professionals and register pregnant women with the nearest health facility.,14,ACCEPT
PSA_06537,Health,Disease Prevention and Control,Protect others by making the safe choice to follow official vaccination schedules.,12,ACCEPT
PSA_06538,Health,Healthcare Access,Act early to prevent lack of emergency care. Seek referrals through recognized health facilities.,14,ACCEPT
PSA_06539,Health,Mental Health Awareness,Promote safer communities through stress management. Follow treatment advice from qualified professionals.,12,ACCEPT
PSA_06540,Health,Mental Health Awareness,Prioritize mental healthcare. Refer individuals to recognized support services.,9,ACCEPT
PSA_06541,Health,Mental Health Awareness,Promote safer communities through healthy coping. Take regular breaks during periods of intense work or study.,16,ACCEPT
PSA_06542,Health,Disease Prevention and Control,Every household should support community protection by choosing to isolate when advised by a healthcare professional.,16,ACCEPT
PSA_06543,Health,Healthcare Access,Verify that healthcare providers are properly licensed to strengthen patient referral in health insurance offices.,15,ACCEPT
PSA_06544,Health,Maternal and Child Health,Protect yourself from unsafe delivery practices: seek treatment promptly when a child has difficulty breathing.,15,ACCEPT
PSA_06545,Health,Healthcare Access,"To support patient records, seek early medical care before symptoms become severe.",12,ACCEPT
PSA_06546,Health,Healthcare Access,Healthy communities depend on responsible action. Visit a recognized health facility when medical care is needed.,16,ACCEPT
PSA_06547,Health,Public Health Campaigns,Support local disease-prevention activities in public parks.,7,ACCEPT
PSA_06548,Health,Maternal and Child Health,local health facilities reminds new mothers to report severe bleeding or persistent pain immediately.,14,ACCEPT
PSA_06549,Health,Healthcare Access,Promote safer communities through medicine safety. Ask healthcare workers for clear treatment instructions.,13,ACCEPT
PSA_06550,Health,Maternal and Child Health,Community health volunteers are encouraged to breastfeed infants according to health guidance.,12,ACCEPT
PSA_06551,Health,Maternal and Child Health,Early prevention saves lives. Report severe bleeding or persistent pain immediately.,11,ACCEPT
PSA_06552,Health,Healthcare Access,Avoid unsafe practices that increase delayed medical treatment. Carry relevant health records when visiting a clinic.,16,ACCEPT
PSA_06553,Health,Public Health Campaigns,People living with chronic conditions are advised to support local disease-prevention activities.,12,ACCEPT
PSA_06554,Health,Mental Health Awareness,"For reliable advice, contact Ministry of Health and support people seeking counselling or treatment.",14,ACCEPT
PSA_06555,Health,Healthcare Access,Visit a recognized health facility when medical care is needed and follow verified advice from county referral hospitals.,18,ACCEPT
PSA_06556,Health,Public Health Campaigns,Follow verified health information whenever you are in health facilities.,10,ACCEPT
PSA_06557,Health,Maternal and Child Health,Act early to prevent preventable childhood deaths. Deliver at a recognized health facility.,13,ACCEPT
PSA_06558,Health,Mental Health Awareness,mental health clinics warns that family conflict may affect community leaders. Refer individuals to recognized support services.,17,ACCEPT
PSA_06559,Health,Maternal and Child Health,Keep health records safe and register pregnant women with the nearest health facility.,13,ACCEPT
PSA_06560,Health,Maternal and Child Health,Promote safer communities through skilled birth attendance. Support mothers in accessing maternal healthcare.,13,ACCEPT
PSA_06561,Health,Disease Prevention and Control,"To keep workplaces safe, follow verified public-health guidance.",8,ACCEPT
PSA_06562,Health,Mental Health Awareness,Parents: Report bullying to the appropriate authority.,7,ACCEPT
PSA_06563,Health,Mental Health Awareness,Follow official health guidance. Listen without judgment to people experiencing distress.,11,ACCEPT
PSA_06564,Health,Mental Health Awareness,Do not rely on rumours about poor coping strategies. Create safe and supportive school environments.,15,ACCEPT
PSA_06565,Health,Public Health Campaigns,Healthy communities depend on responsible action. Participate in community clean-up activities.,11,ACCEPT
PSA_06566,Health,Healthcare Access,Good preventive services starts with one action: report suspected counterfeit medicines to the authorities.,14,ACCEPT
PSA_06567,Health,Maternal and Child Health,Avoid the dangers of pregnancy complications: take newborns for scheduled health check-ups.,12,ACCEPT
PSA_06568,Health,Public Health Campaigns,"When visiting sports grounds, participate in community clean-up activities.",9,ACCEPT
PSA_06569,Health,Mental Health Awareness,County Mental Health Services reminds young people to seek professional mental health support when needed.,15,ACCEPT
PSA_06570,Health,Healthcare Access,Ask healthcare workers for clear treatment instructions whenever you are in urban neighbourhoods.,13,ACCEPT
PSA_06571,Health,Public Health Campaigns,Reduce the spread of substance misuse: participate in official vaccination campaigns.,11,ACCEPT
PSA_06572,Health,Disease Prevention and Control,"To improve sanitation in food preparation areas, complete all prescribed medication.",11,ACCEPT
PSA_06573,Health,Public Health Campaigns,Do not rely on rumours about cancer. Avoid spreading unverified medical claims.,12,ACCEPT
PSA_06574,Health,Maternal and Child Health,"For better family planning, support mothers in accessing maternal healthcare.",10,ACCEPT
PSA_06575,Health,Disease Prevention and Control,Residents of affected areas must complete all prescribed medication when necessary.,11,ACCEPT
PSA_06576,Health,Disease Prevention and Control,"To improve vaccination in public transport stations, use insecticide-treated mosquito nets every night.",13,ACCEPT
PSA_06577,Health,Mental Health Awareness,Promote safer communities through professional counselling. Encourage open and respectful conversations about mental health.,14,ACCEPT
PSA_06578,Health,Disease Prevention and Control,Wash your hands regularly with soap and clean water. Ministry of Health reminds residents of affected areas to act early.,20,ACCEPT
PSA_06579,Health,Public Health Campaigns,Keep health records safe and participate in community clean-up activities.,10,ACCEPT
PSA_06580,Health,Mental Health Awareness,Avoid self-medicating for emotional distress in sports clubs to help prevent misinformation about mental health.,15,ACCEPT
PSA_06581,Health,Mental Health Awareness,Respond quickly when health risks appear. Check regularly on people who may need support.,14,ACCEPT
PSA_06582,Health,Public Health Campaigns,Avoid the dangers of misinformation about health: remain physically active according to health guidance.,14,ACCEPT
PSA_06583,Health,Healthcare Access,Take preventive action in urban neighbourhoods. Verify that healthcare providers are properly licensed.,13,ACCEPT
PSA_06584,Health,Disease Prevention and Control,Promote safer communities through preventive healthcare. Isolate when advised by a healthcare professional.,13,ACCEPT
PSA_06585,Health,Disease Prevention and Control,"To keep homes safe, follow official vaccination schedules.",8,ACCEPT
PSA_06586,Health,Maternal and Child Health,Attend postnatal care appointments as part of good postnatal care.,10,ACCEPT
PSA_06587,Health,Mental Health Awareness,Avoid using harmful language about mental health. community health services reminds families to act early.,15,ACCEPT
PSA_06588,Health,Maternal and Child Health,Support prevention efforts in antenatal clinics. Breastfeed infants according to health guidance.,12,ACCEPT
PSA_06589,Health,Maternal and Child Health,Do not rely on rumours about dehydration in children. Provide children with a balanced diet.,15,ACCEPT
PSA_06590,Health,Healthcare Access,"When visiting rural communities, visit a recognized health facility when medical care is needed.",14,ACCEPT
PSA_06591,Health,Healthcare Access,community health services: Follow official information about available health services to reduce the risk of delayed medical treatment.,18,ACCEPT
PSA_06592,Health,Mental Health Awareness,Support prevention efforts in urban neighbourhoods. Maintain supportive connections with family and friends.,13,ACCEPT
PSA_06593,Health,Mental Health Awareness,Small actions can prevent poor coping strategies. Create safe and supportive school environments.,13,ACCEPT
PSA_06594,Health,Maternal and Child Health,Follow official health guidance. Seek immediate care when pregnancy danger signs appear.,12,ACCEPT
PSA_06595,Health,Mental Health Awareness,"To support school counselling, challenge false information about mental illness.",10,ACCEPT
PSA_06596,Health,Public Health Campaigns,Protect your health today. Remain physically active according to health guidance.,11,ACCEPT
PSA_06597,Health,Mental Health Awareness,"When visiting rural communities, challenge false information about mental illness.",10,ACCEPT
PSA_06598,Health,Mental Health Awareness,Small actions can prevent lack of social support. Participate in mental health awareness programmes.,14,ACCEPT
PSA_06599,Health,Mental Health Awareness,Good stress management starts with one action: check regularly on people who may need support.,15,ACCEPT
PSA_06600,Health,Disease Prevention and Control,Use recognized health services whenever possible. Follow official vaccination schedules.,10,ACCEPT
PSA_06601,Health,Public Health Campaigns,Register for available public health programmes as part of good health education.,12,ACCEPT
PSA_06602,Health,Public Health Campaigns,Promote safer communities through health education. Reduce the consumption of harmful substances.,12,ACCEPT
PSA_06603,Health,Mental Health Awareness,Make emotional resilience part of everyday life. Listen without judgment to people experiencing distress.,14,ACCEPT
PSA_06604,Health,Maternal and Child Health,"To improve newborn care in antenatal clinics, ensure pregnant women sleep under treated mosquito nets.",15,ACCEPT
PSA_06605,Health,Disease Prevention and Control,World Health Organization advises immediate action against water-borne disease: cover your mouth and nose when coughing or sneezing.,18,ACCEPT
PSA_06606,Health,Public Health Campaigns,Promote safer communities through health promotion. Verify health messages using official sources.,12,ACCEPT
PSA_06607,Health,Public Health Campaigns,Take preventive action in community centres. Attend health education sessions.,10,ACCEPT
PSA_06608,Health,Mental Health Awareness,"Together, we can prevent school-related stress. Maintain supportive connections with family and friends.",13,ACCEPT
PSA_06609,Health,Healthcare Access,Do not rely on rumours about poor access to health facilities. Report suspected counterfeit medicines to the authorities.,18,ACCEPT
PSA_06610,Health,Mental Health Awareness,Protect others by making the safe choice to encourage open and respectful conversations about mental health.,16,ACCEPT
PSA_06611,Health,Mental Health Awareness,Prioritize early intervention. Listen without judgment to people experiencing distress.,10,ACCEPT
PSA_06612,Health,Mental Health Awareness,Respond quickly when health risks appear. Promote respectful workplace wellness practices.,11,ACCEPT
PSA_06613,Health,Maternal and Child Health,Protect yourself from preventable childhood deaths: ensure pregnant women sleep under treated mosquito nets.,14,ACCEPT
PSA_06614,Health,Disease Prevention and Control,Community protection begins with you. Keep homes and public spaces clean.,11,ACCEPT
PSA_06615,Health,Healthcare Access,"When signs of delayed medical treatment appear, report discrimination or denial of essential healthcare.",14,ACCEPT
PSA_06616,Health,Mental Health Awareness,"To improve healthy coping in schools, maintain supportive connections with family and friends.",13,ACCEPT
PSA_06617,Health,Maternal and Child Health,Reduce the spread of preventable childhood deaths: seek treatment promptly when a child has difficulty breathing.,16,ACCEPT
PSA_06618,Health,Healthcare Access,Make health a priority. Ask healthcare workers for clear treatment instructions.,11,ACCEPT
PSA_06619,Health,Mental Health Awareness,Ministry of Health reminds members of the public to support people seeking counselling or treatment.,15,ACCEPT
PSA_06620,Health,Healthcare Access,Help protect older adults by choosing to keep emergency health information easily accessible.,13,ACCEPT
PSA_06621,Health,Mental Health Awareness,Protect vulnerable people from bullying. Contact a recognized health facility for professional guidance.,13,ACCEPT
PSA_06622,Health,Maternal and Child Health,Take newborns for scheduled health check-ups as part of good exclusive breastfeeding.,12,ACCEPT
PSA_06623,Health,Public Health Campaigns,Take responsibility for your health. Participate in official vaccination campaigns.,10,ACCEPT
PSA_06624,Health,Disease Prevention and Control,Your action matters. Complete all prescribed medication.,7,ACCEPT
PSA_06625,Health,Maternal and Child Health,Do not rely on rumours about dehydration in children. Monitor children for signs of illness.,15,ACCEPT
PSA_06626,Health,Public Health Campaigns,Respond quickly when health risks appear. Maintain a clean home and neighbourhood.,12,ACCEPT
PSA_06627,Health,Public Health Campaigns,Be alert to late disease diagnosis and register for available public health programmes.,13,ACCEPT
PSA_06628,Health,Maternal and Child Health,Report severe bleeding or persistent pain immediately in urban clinics to help prevent preventable maternal deaths.,16,ACCEPT
PSA_06629,Health,Maternal and Child Health,Reduce the spread of dehydration in children: breastfeed infants according to health guidance.,13,ACCEPT
PSA_06630,Health,Mental Health Awareness,Maintain supportive connections with family and friends. Do not ignore the risk of delayed access to counselling.,17,ACCEPT
PSA_06631,Health,Healthcare Access,County Department of Health: Keep emergency health information easily accessible to reduce the risk of unsafe online medical advice.,19,ACCEPT
PSA_06632,Health,Public Health Campaigns,Avoid unsafe practices that increase unhealthy lifestyles. Seek screening for common preventable diseases.,13,ACCEPT
PSA_06633,Health,Mental Health Awareness,Take regular breaks during periods of intense work or study.,10,ACCEPT
PSA_06634,Health,Mental Health Awareness,Be alert to discrimination and promote respectful workplace wellness practices.,10,ACCEPT
PSA_06635,Health,Mental Health Awareness,Protect others by making the safe choice to contact a recognized health facility for professional guidance.,16,ACCEPT
PSA_06636,Health,Disease Prevention and Control,"To improve safe water in community centres, visit the nearest health facility for testing.",14,ACCEPT
PSA_06637,Health,Disease Prevention and Control,Keep health records safe and remove stagnant water around homes.,10,ACCEPT
PSA_06638,Health,Public Health Campaigns,Participate in community clean-up activities. Do not ignore the risk of diabetes.,12,ACCEPT
PSA_06639,Health,Disease Prevention and Control,Protect public health in disease outbreak zones: use approved sanitation facilities.,11,ACCEPT
PSA_06640,Health,Disease Prevention and Control,local health authorities: Seek medical attention when symptoms appear in border areas.,12,ACCEPT
PSA_06641,Health,Public Health Campaigns,Timely care matters. Attend health education sessions.,7,ACCEPT
PSA_06642,Health,Public Health Campaigns,"Together, we can prevent diabetes. Remain physically active according to health guidance.",12,ACCEPT
PSA_06643,Health,Maternal and Child Health,Choose safe health practices. Ensure children receive all routine vaccinations.,10,ACCEPT
PSA_06644,Health,Maternal and Child Health,Breastfeed infants according to health guidance in urban clinics.,9,ACCEPT
PSA_06645,Health,Maternal and Child Health,Families with young children are encouraged to seek advice about family planning from qualified providers.,15,ACCEPT
PSA_06646,Health,Mental Health Awareness,Small actions can prevent poor coping strategies. Refer individuals to recognized support services.,13,ACCEPT
PSA_06647,Health,Public Health Campaigns,Seek screening for common preventable diseases and follow verified advice from Ministry of Health.,14,ACCEPT
PSA_06648,Health,Healthcare Access,Support community health by choosing to report discrimination or denial of essential healthcare.,13,ACCEPT
PSA_06649,Health,Healthcare Access,Young people are advised to verify that healthcare providers are properly licensed.,12,ACCEPT
PSA_06650,Health,Mental Health Awareness,community health services: Support people seeking counselling or treatment.,9,ACCEPT
PSA_06651,Health,Disease Prevention and Control,Support prevention efforts in public transport stations. Use insecticide-treated mosquito nets every night.,13,ACCEPT
